"NAME";"OUTCOME";"ORIGIN_FIELD";"FREEBASE_FIELD"
"Mike Miller";"CORRECT";"";""
"Mike Miller";"CORRECT";"";""
"Mike Miller";"CORRECT";"";""
"Jamaal Franklin";"CORRECT";"";""
"Tayshaun Prince";"CORRECT";"";""
"Tayshaun Prince";"CORRECT";"";""
"Tayshaun Prince";"CORRECT";"";""
"Tayshaun Prince";"CORRECT";"";""
"James Harden";"SEMICORRECT";"bellflower";"losangeles"
"James Harden";"SEMICORRECT";"bellflower";"losangeles"
"James Harden";"SEMICORRECT";"bellflower";"losangeles"
"Tyreke Evans";"CORRECT";"";""
"Tyreke Evans";"CORRECT";"";""
"Tyreke Evans";"CORRECT";"";""
"Garrett Temple";"CORRECT";"";""
"Ben Gordon";"SEMICORRECT";"england";"london"
"Ben Gordon";"SEMICORRECT";"england";"london"
"Ben Gordon";"SEMICORRECT";"england";"london"
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jon Leuer";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Michael Kidd-Gilchrist";"CORRECT";"";""
"Michael Kidd-Gilchrist";"CORRECT";"";""
"Michael Kidd-Gilchrist";"CORRECT";"";""
"Michael Kidd-Gilchrist";"CORRECT";"";""
"Cody Zeller";"CORRECT";"";""
"Cody Zeller";"CORRECT";"";""
"Cody Zeller";"CORRECT";"";""
"Cody Zeller";"CORRECT";"";""
"Anthony Tolliver";"CORRECT";"";""
"Anthony Tolliver";"CORRECT";"";""
"Anthony Tolliver";"CORRECT";"";""
"D.J. White";"UNCORRECT";"D.J. White";"D. J. White"
"D.J. White";"UNCORRECT";"D.J. White";"D. J. White"
"D.J. White";"UNCORRECT";"D.J. White";"D. J. White"
"Patty Mills";"SEMICORRECT";"australia";"canberra"
"Patty Mills";"SEMICORRECT";"australia";"canberra"
"Patty Mills";"SEMICORRECT";"australia";"canberra"
"Patty Mills";"SEMICORRECT";"australia";"canberra"
"Aron Baynes";"SEMICORRECT";"newzealand";"gisborne"
"Matt Bonner";"CORRECT";"";""
"Matt Bonner";"CORRECT";"";""
"Matt Bonner";"CORRECT";"";""
"Matt Bonner";"CORRECT";"";""
"Jeff Ayres";"UNCORRECT";"Jeff Ayres";"Jeff Pendergraph"
"Jeff Ayres";"UNCORRECT";"Jeff Ayres";"Jeff Pendergraph"
"Jeff Ayres";"UNCORRECT";"Jeff Ayres";"Jeff Pendergraph"
"Jeff Taylor";"UNCORRECT";"1989-05-23";"1960-01-01"
"Jeff Taylor";"UNCORRECT";"1989-05-23";"1960-01-01"
"Jeff Taylor";"UNCORRECT";"1989-05-23";"1960-01-01"
"Brendan Haywood";"SEMICORRECT";"newyork";"newyorkcity"
"Brendan Haywood";"SEMICORRECT";"newyork";"newyorkcity"
"Brendan Haywood";"SEMICORRECT";"newyork";"newyorkcity"
"Brendan Haywood";"SEMICORRECT";"newyork";"newyorkcity"
"Damion James";"CORRECT";"";""
"Damion James";"CORRECT";"";""
"Damion James";"CORRECT";"";""
"Josh McRoberts";"CORRECT";"";""
"Josh McRoberts";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Michael Beasley";"SEMICORRECT";"frederick";"princegeorge'scounty"
"Michael Beasley";"SEMICORRECT";"frederick";"princegeorge'scounty"
"Michael Beasley";"SEMICORRECT";"frederick";"princegeorge'scounty"
"Michael Beasley";"SEMICORRECT";"frederick";"princegeorge'scounty"
"Justin Hamilton";"CORRECT";"";""
"Toney Douglas";"SEMICORRECT";"tampa";"jonesboro"
"Norris Cole";"CORRECT";"";""
"Norris Cole";"CORRECT";"";""
"Norris Cole";"CORRECT";"";""
"Norris Cole";"CORRECT";"";""
"Toney Douglas";"SEMICORRECT";"tampa";"jonesboro"
"Toney Douglas";"SEMICORRECT";"tampa";"jonesboro"
"Toney Douglas";"SEMICORRECT";"tampa";"jonesboro"
"James Jones";"CORRECT";"";""
"James Jones";"CORRECT";"";""
"James Jones";"CORRECT";"";""
"James Jones";"CORRECT";"";""
"Bismack Biyombo";"SEMICORRECT";"zaire";"lubumbashi"
"Bismack Biyombo";"SEMICORRECT";"zaire";"lubumbashi"
"Rashard Lewis";"CORRECT";"";""
"Rashard Lewis";"CORRECT";"";""
"Rashard Lewis";"CORRECT";"";""
"Rashard Lewis";"CORRECT";"";""
"Greg Oden";"CORRECT";"";""
"Greg Oden";"CORRECT";"";""
"Greg Oden";"CORRECT";"";""
"Greg Oden";"CORRECT";"";""
"Dexter Pittman";"CORRECT";"";""
"Dexter Pittman";"CORRECT";"";""
"Dexter Pittman";"CORRECT";"";""
"Dennis Schroder";"UNCORRECT";"Dennis Schroder";"Dennis Schröder"
"Pero Antic";"UNCORRECT";"Pero Antic";"Pero Anti?"
"Dennis Schroder";"UNCORRECT";"Dennis Schroder";"Dennis Schröder"
"Pero Antic";"UNCORRECT";"Pero Antic";"Pero Anti?"
"Dennis Schroder";"UNCORRECT";"Dennis Schroder";"Dennis Schröder"
"Pero Antic";"UNCORRECT";"Pero Antic";"Pero Anti?"
"Kyle Korver";"CORRECT";"";""
"Pero Antic";"UNCORRECT";"Pero Antic";"Pero Anti?"
"Kyle Korver";"CORRECT";"";""
"Kyle Korver";"CORRECT";"";""
"Cartier Martin";"CORRECT";"";""
"Cartier Martin";"CORRECT";"";""
"Cartier Martin";"CORRECT";"";""
"Mike Muscala";"SEMICORRECT";"";"st.louispark"
"Elton Brand";"SEMICORRECT";"cortland";"cortlandtmanor"
"Elton Brand";"SEMICORRECT";"cortland";"cortlandtmanor"
"Elton Brand";"SEMICORRECT";"cortland";"cortlandtmanor"
"Elton Brand";"SEMICORRECT";"cortland";"cortlandtmanor"
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"John Jenkins";"SEMICORRECT";"nashville";"hendersonville"
"Ray Allen";"CORRECT";"";""
"Ray Allen";"CORRECT";"";""
"Ray Allen";"CORRECT";"";""
"John Jenkins";"SEMICORRECT";"nashville";"hendersonville"
"John Jenkins";"SEMICORRECT";"nashville";"hendersonville"
"John Jenkins";"SEMICORRECT";"nashville";"hendersonville"
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"E'Twaun Moore";"CORRECT";"";""
"Andrew Nicholson";"SEMICORRECT";"canada";"mississauga"
"E'Twaun Moore";"CORRECT";"";""
"E'Twaun Moore";"CORRECT";"";""
"Andrew Nicholson";"SEMICORRECT";"canada";"mississauga"
"Andrew Nicholson";"SEMICORRECT";"canada";"mississauga"
"Andrew Nicholson";"SEMICORRECT";"canada";"mississauga"
"Doron Lamb";"CORRECT";"";""
"Doron Lamb";"CORRECT";"";""
"Doron Lamb";"CORRECT";"";""
"Jason Maxiell";"CORRECT";"";""
"Jason Maxiell";"CORRECT";"";""
"Jason Maxiell";"CORRECT";"";""
"Solomon Jones";"CORRECT";"";""
"Solomon Jones";"CORRECT";"";""
"Solomon Jones";"CORRECT";"";""
"Quincy Miller";"SEMICORRECT";"northchicago";"chicago"
"Quincy Miller";"SEMICORRECT";"northchicago";"chicago"
"Quincy Miller";"SEMICORRECT";"northchicago";"chicago"
"Timofey Mozgov";"SEMICORRECT";"";"saintpetersburg"
"Timofey Mozgov";"SEMICORRECT";"";"saintpetersburg"
"Timofey Mozgov";"SEMICORRECT";"";"saintpetersburg"
"Timofey Mozgov";"SEMICORRECT";"";"saintpetersburg"
"Evan Fournier";"SEMICORRECT";"france";"saint-maurice"
"Evan Fournier";"SEMICORRECT";"france";"saint-maurice"
"Evan Fournier";"SEMICORRECT";"france";"saint-maurice"
"Evan Fournier";"SEMICORRECT";"france";"saint-maurice"
"Anthony Randolph";"SEMICORRECT";"westgermany";"würzburg"
"Anthony Randolph";"SEMICORRECT";"westgermany";"würzburg"
"Anthony Randolph";"SEMICORRECT";"westgermany";"würzburg"
"Darrell Arthur";"CORRECT";"";""
"Darrell Arthur";"CORRECT";"";""
"Darrell Arthur";"CORRECT";"";""
"Jan Vesely";"UNCORRECT";"Jan Vesely";"Jan Veselý"
"Jan Vesely";"UNCORRECT";"Jan Vesely";"Jan Veselý"
"Jan Vesely";"UNCORRECT";"Jan Vesely";"Jan Veselý"
"Danilo Gallinari";"SEMICORRECT";"italy";"sant'angelolodigiano"
"Danilo Gallinari";"SEMICORRECT";"italy";"sant'angelolodigiano"
"Danilo Gallinari";"SEMICORRECT";"italy";"sant'angelolodigiano"
"Danilo Gallinari";"SEMICORRECT";"italy";"sant'angelolodigiano"
"Maurice Harkless";"CORRECT";"";""
"Maurice Harkless";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"Drew Gooden";"CORRECT";"";""
"Drew Gooden";"CORRECT";"";""
"Drew Gooden";"CORRECT";"";""
"Drew Gooden";"CORRECT";"";""
"Al Harrington";"CORRECT";"";""
"Al Harrington";"CORRECT";"";""
"Al Harrington";"CORRECT";"";""
"Al Harrington";"CORRECT";"";""
"Otto Porter Jr.";"SEMICORRECT";"";"st.louis"
"Otto Porter Jr.";"SEMICORRECT";"";"st.louis"
"Otto Porter Jr.";"SEMICORRECT";"";"st.louis"
"Otto Porter Jr.";"SEMICORRECT";"";"st.louis"
"Kevin Seraphin";"UNCORRECT";"Kevin Seraphin";"Kevin Séraphin"
"Kevin Seraphin";"UNCORRECT";"Kevin Seraphin";"Kevin Séraphin"
"Kevin Seraphin";"UNCORRECT";"Kevin Seraphin";"Kevin Séraphin"
"Corey Brewer";"CORRECT";"";""
"Corey Brewer";"CORRECT";"";""
"Corey Brewer";"CORRECT";"";""
"Corey Brewer";"CORRECT";"";""
"Chase Budinger";"SEMICORRECT";"lajolla";"encinitas"
"Chase Budinger";"SEMICORRECT";"lajolla";"encinitas"
"Chase Budinger";"SEMICORRECT";"lajolla";"encinitas"
"Dante Cunningham";"CORRECT";"";""
"Dante Cunningham";"CORRECT";"";""
"Dante Cunningham";"CORRECT";"";""
"Chase Budinger";"SEMICORRECT";"lajolla";"encinitas"
"Shabazz Muhammad";"SEMICORRECT";"losangeles";"longbeach"
"Shabazz Muhammad";"SEMICORRECT";"losangeles";"longbeach"
"Shabazz Muhammad";"SEMICORRECT";"losangeles";"longbeach"
"Gorgui Dieng";"SEMICORRECT";"senegal";"kébémerdepartment"
"Gorgui Dieng";"SEMICORRECT";"senegal";"kébémerdepartment"
"Gorgui Dieng";"SEMICORRECT";"senegal";"kébémerdepartment"
"Alexey Shved";"SEMICORRECT";"";"belgorod"
"Alexey Shved";"SEMICORRECT";"";"belgorod"
"Alexey Shved";"SEMICORRECT";"";"belgorod"
"Robbie Hummel";"CORRECT";"";""
"Alexey Shved";"SEMICORRECT";"";"belgorod"
"A.J. Price";"UNCORRECT";"A.J. Price";"A. J. Price"
"Othyus Jeffers";"UNCORRECT";"1985-08-15";"1985-08-05"
"Othyus Jeffers";"UNCORRECT";"1985-08-15";"1985-08-05"
"Othyus Jeffers";"UNCORRECT";"1985-08-15";"1985-08-05"
"Kevin Martin";"CORRECT";"";""
"Kevin Martin";"CORRECT";"";""
"Glen Rice Jr.";"UNCORRECT";"Glen Rice Jr.";"Glen Rice, Jr."
"Chris Singleton";"CORRECT";"";""
"Kevin Martin";"CORRECT";"";""
"Chris Singleton";"CORRECT";"";""
"Chris Singleton";"CORRECT";"";""
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Meyers Leonard";"SEMICORRECT";"woodbridge";"robinson"
"Meyers Leonard";"SEMICORRECT";"woodbridge";"robinson"
"Meyers Leonard";"SEMICORRECT";"woodbridge";"robinson"
"Meyers Leonard";"SEMICORRECT";"woodbridge";"robinson"
"Joel Freeland";"SEMICORRECT";"england";"farnham"
"Joel Freeland";"SEMICORRECT";"england";"farnham"
"Dorell Wright";"CORRECT";"";""
"Joel Freeland";"SEMICORRECT";"england";"farnham"
"Dorell Wright";"CORRECT";"";""
"Joel Freeland";"SEMICORRECT";"england";"farnham"
"Dorell Wright";"CORRECT";"";""
"Dorell Wright";"CORRECT";"";""
"Allen Crabbe";"UNCORRECT";"1992-04-09";"1992-04-04"
"Victor Claver";"UNCORRECT";"Victor Claver";"Víctor Claver"
"Will Barton";"CORRECT";"";""
"Will Barton";"CORRECT";"";""
"Will Barton";"CORRECT";"";""
"C.J. McCollum";"UNCORRECT";"C.J. McCollum";"C. J. McCollum"
"Earl Watson";"CORRECT";"";""
"C.J. McCollum";"UNCORRECT";"C.J. McCollum";"C. J. McCollum"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"C.J. McCollum";"UNCORRECT";"C.J. McCollum";"C. J. McCollum"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"C.J. McCollum";"UNCORRECT";"C.J. McCollum";"C. J. McCollum"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Ronny Turiaf";"SEMICORRECT";"";"lerobert"
"Ronny Turiaf";"SEMICORRECT";"";"lerobert"
"Earl Watson";"CORRECT";"";""
"Earl Watson";"CORRECT";"";""
"Reggie Williams";"UNCORRECT";"1986-09-14";"1964-03-05"
"Reggie Williams";"UNCORRECT";"1986-09-14";"1964-03-05"
"Reggie Williams";"UNCORRECT";"1986-09-14";"1964-03-05"
"Ryan Gomes";"CORRECT";"";""
"Ryan Gomes";"CORRECT";"";""
"Ryan Gomes";"CORRECT";"";""
"Mustafa Shakur";"CORRECT";"";""
"Mustafa Shakur";"CORRECT";"";""
"Royal Ivey";"CORRECT";"";""
"Royal Ivey";"CORRECT";"";""
"Royal Ivey";"CORRECT";"";""
"Nick Collison";"CORRECT";"";""
"Nick Collison";"CORRECT";"";""
"Nick Collison";"CORRECT";"";""
"Nick Collison";"CORRECT";"";""
"Perry Jones";"UNCORRECT";"Perry Jones";"Perry Jones III"
"Perry Jones";"UNCORRECT";"Perry Jones";"Perry Jones III"
"Perry Jones";"UNCORRECT";"Perry Jones";"Perry Jones III"
"Hasheem Thabeet";"SEMICORRECT";"";"daressalaam"
"Hasheem Thabeet";"SEMICORRECT";"";"daressalaam"
"Hasheem Thabeet";"SEMICORRECT";"";"daressalaam"
"Andre Roberson";"SEMICORRECT";"lascruces";"sanantonio"
"Grant Jerrett";"SEMICORRECT";"chinohills";"costamesa"
"Steven Adams";"UNCORRECT";"1993-07-20";"1993-07-28"
"Steven Adams";"UNCORRECT";"1993-07-20";"1993-07-28"
"Steven Adams";"UNCORRECT";"1993-07-20";"1993-07-28"
"Steven Adams";"UNCORRECT";"1993-07-20";"1993-07-28"
"Robin Lopez";"CORRECT";"";""
"Robin Lopez";"CORRECT";"";""
"Robin Lopez";"CORRECT";"";""
"Thabo Sefolosha";"SEMICORRECT";"switzerland";"vevey"
"Thabo Sefolosha";"SEMICORRECT";"switzerland";"vevey"
"Thabo Sefolosha";"SEMICORRECT";"switzerland";"vevey"
"Thabo Sefolosha";"SEMICORRECT";"switzerland";"vevey"
"Jeremy Lamb";"SEMICORRECT";"";"norcross"
"Jeremy Lamb";"SEMICORRECT";"";"norcross"
"Jeremy Lamb";"SEMICORRECT";"";"norcross"
"Jeremy Lamb";"SEMICORRECT";"";"norcross"
"Wesley Matthews";"CORRECT";"";""
"Wesley Matthews";"CORRECT";"";""
"Mike Harris";"CORRECT";"";""
"John Lucas III";"SEMICORRECT";"washington";"washington,d.c."
"John Lucas III";"SEMICORRECT";"washington";"washington,d.c."
"John Lucas III";"SEMICORRECT";"washington";"washington,d.c."
"Jeremy Evans";"CORRECT";"";""
"Jeremy Evans";"CORRECT";"";""
"Jeremy Evans";"CORRECT";"";""
"Ian Clark";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Jamaal Tinsley";"CORRECT";"";""
"Diante Garrett";"CORRECT";"";""
"Jamaal Tinsley";"CORRECT";"";""
"Jamaal Tinsley";"CORRECT";"";""
"Andris Biedrins";"UNCORRECT";"Andris Biedrins";"Andris Biedri?š"
"Andris Biedrins";"UNCORRECT";"Andris Biedrins";"Andris Biedri?š"
"Andris Biedrins";"UNCORRECT";"Andris Biedrins";"Andris Biedri?š"
"Andris Biedrins";"UNCORRECT";"Andris Biedrins";"Andris Biedri?š"
"Rudy Gobert";"SEMICORRECT";"france";"saint-quentin"
"Brandon Rush";"CORRECT";"";""
"Brandon Rush";"CORRECT";"";""
"Brandon Rush";"CORRECT";"";""
"Brandon Rush";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Erik Murphy";"SEMICORRECT";"southkingstown";"lyon"
"Erik Murphy";"SEMICORRECT";"southkingstown";"lyon"
"Erik Murphy";"SEMICORRECT";"southkingstown";"lyon"
"Trey Burke";"CORRECT";"";""
"Trey Burke";"CORRECT";"";""
"Trey Burke";"CORRECT";"";""
"Roger Mason Jr.";"UNCORRECT";"Roger Mason Jr.";"Roger Mason, Jr."
"Roger Mason Jr.";"UNCORRECT";"Roger Mason Jr.";"Roger Mason, Jr."
"Roger Mason Jr.";"UNCORRECT";"Roger Mason Jr.";"Roger Mason, Jr."
"Roger Mason Jr.";"UNCORRECT";"Roger Mason Jr.";"Roger Mason, Jr."
"DeAndre Liggins";"CORRECT";"";""
"DeAndre Liggins";"CORRECT";"";""
"DeAndre Liggins";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Manny Harris";"CORRECT";"";""
"Manny Harris";"CORRECT";"";""
"Manny Harris";"CORRECT";"";""
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Shawne Williams";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Shawne Williams";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Jeff Teague";"CORRECT";"";""
"Jeff Teague";"CORRECT";"";""
"Jeff Teague";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Devin Harris";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
